caption;created_at;event_sentiment;circuit_sentiment
"Shark Race R Pro GP
Sudah dapat Tanda tangan pembalapnya (Jorge Martin Juara dunia MotoGP)
Martinator Signature
Size XL 
Kelengkapan l
• Visor Dark
• Visor Clear masih segel
• Sarung Helm
• Box
• Sticker

Harga 3,5 JUTA

#shoeiindonesia 
#simpsonvintage 
#simpsonracing 
#yellowcorntitanium 
#yellow 
#yelloworiginal 
#jaket2ndoriginal 
#jaketbuluangsa 
#harleydavidsonbandung 
#harleydavidsonindonesiaclub 
#harleydavidsonsecond 
#tutorialinstastory 
#bekas";2025-01-26 10.53.31;neutral;neutral
"Kebanggaan para pecinta balap Indonesia
Semoga cepat slsai
2021 bisa digunakan sebagai sirkuit internasional MotoGP";2021-11-09 08.51.31;positive;positive
"MotoGP 2025

#motogp #motorsport #lombok #fyp #fypシ #motogptrans7 #mandalika #ducati #ducaticorse #marcmarquez #instreels #instagood";2025-03-04 18.19.00;neutral;neutral
"Gaspol mas bro! 🔥 Para pembalap udah siap-siap buat Riders Parade yang berlangsung hari ini di Mataram 🚦✨ Jangan kemana-mana, stay tuned terus sama updatean mimin biar gak ketinggalan keseruannya! 🏍️🇮🇩

📸 Team Indomotracing

#Indomotoracing #MotoGP #MotoGP2025 #Mandalika #IndonesiaMendunia #ITDC #Injourney #TheMandalika #MGPA";2025-10-01 14.44.18;positive;neutral
Alhamdulillah bisa touring sampai mandalika;2023-11-09 08.51.31;neutral;neutral
Moto GP day 2 2025 Circuit Mandalika Kute;2025-10-04 16.06.08;neutral;neutral
"Sy blm pernah ke mandalika,cuma dengar cerita dan baca berita bahwa pantai mandalika itu sangat indah,
Apalagi skrg di sana ada sirkuit internasional mandalika, kereeeeeen Bangat...";2022-11-09 08.51.31;neutral;positive
Meriahkan MotoGP Mandalika 2024, Pecinta Motor Honda Turing dengan PCX160  http://dlvr.it/TDnYWG;2024-09-29 05.04.38;positive;neutral
ASDP Optimalisasi Lintasan Penyeberangan Jelang MotoGP Mandalika 2025 https://t.co/dcpGTeVevE lewat @Businessupdate.id;2025-10-02 00.49.23;neutral;neutral
motoGp Mandalika Indonesia https://t.co/IM0fJO288N;2025-10-03 22.47.26;neutral;neutral
"Setiap kali turun di Sirkuit Mandalika, hasilnya selalu berakhir tanpa finish 🏁
Kini, sang Baby Alien kembali ke lintasan yang penuh teka-teki.
Apakah kali ini Marc Marquez mampu mematahkan “kutukan Mandalika”?
Atau justru misteri itu akan berlanjut?";2025-10-03 14.44.24;negative;negative
Hear from the MotoGP riders after the race;2025-10-26 18.15.21;neutral;neutral
Komentar Semeton tentang hasil MotoGP Mandalika tahun ini?;2024-09-29 15.15.51;neutral;neutral
Pembalap Spanyol dari tim Gresini Fermin Aldeguer menjadi juara baru MotoGP Mandalika 2025. Lihat yuk potret liburannya ke berbagai destinasi dunia! https://t.co/wheAnGeiMZ;2025-10-06 08.35.11;positive;neutral
rame rame pulang bareng nonton balapan MotoGP mandalika;2025-10-25 14.50.20;neutral;neutral
"Mandalika Sunday Run
Kali pertama merasakan lari di lintasan
Motogp membuat saya ketagihan";2024-12-29 20.35.03;positive;neutral
Semoga terus ada event biar ramai;2024-11-08 08.51.31;positive;neutral
Mandalika Circuit. Sudah 3 kali mengunjungi tempat ini dengan kegiatan yang berbeda.;2023-11-09 08.51.31;neutral;neutral
"#MotoGP - Nasib baik baru FP1. 😮‍💨

Strim #IndonesianGP live di #SPOTVNOW! #SPOTVMY 

Langgan Pek Motorsport untuk akses tanpa had!";2025-10-03 12.23.52;neutral;neutral
"Mandalika seperti jadi neraka bagi @marcmarquez93 Terpaksa memulai dari Q1 gimana nasibnya hari ini?? #NontonMandalikaDiTRANS7Aja Save the date save the energy for #IndonesianGP üáÆüá©4 &amp; 5 Oktober 2025 #diTRANS7aja __ #MotoGP #MotoGP2025 #MotoGPTRANS7 #Motorsport https://t.co/4bKnEFVcOV";2025-10-04 01.47.54;negative;negative
Nobar MotoGP Mandalika;2025-10-05 14.42.46;neutral;neutral
Kutukan Mandalika berlanjut Marc Marquez masih belum pernah menyelesaikan balapan penuh di #GPIndonesia sejak diperkenalkan ke kalender #MotoGP pada tahun 2022 *DNS = Did Not Start *DNF = Did Not Finish https://t.co/ffZRpibHJP;2025-10-05 08.52.29;negative;negative
"Bulega akhirnya jajal Desmosedici GP25 di sirkuit Jerez, namun karena kondisi hujan Ia hanya melakukan test setengah hari saja. Hasil tes Bulega akan jadi pertimbangan bagi Ducati untuk menggantikan Marquez di Portimao, namun hingga kini masih belum ada pernyatan dari Ducati

#MotoGP #Ducati";2025-10-31 05.17.11;neutral;neutral
Sebelum tanding coba mandi kembang dulu bang dari 2022 ga pernah nyampe finish kalo di mandalika;2025-10-05 08.38.52;negative;neutral
Walaupun banyak kekurangan, semoga kedepannya bisa lebih baik;2022-11-09 08.51.31;negative;neutral
Belum punya pengalaman,dan semoga bisa tahun depan;2022-11-09 08.51.31;neutral;neutral
"2025 Indonesian MotoGP Mandalika: Qualifying &amp; Sprint - LIVE: https://t.co/OMRspO9ok2";2025-10-04 02.04.09;neutral;neutral
Ayookkk guys.... Jgn kalian sampai kehabisan ticket MotoGP dicircuit mandalika terbesar diindonesia... mumpung masih discount bagi kalian yg KTP Nusa tenggara barat.;2025-09-28 10.12.18;neutral;neutral
Jadi inget motogp mandalika. Hehe;2025-08-10 21.42.55;neutral;neutral
man mandalika really isnt for mm;2025-10-05 07.14.57;negative;neutral
"Acosta Raja Crash, Mandalika Posisi Kedua dalam Kecelakaan

MotoGP 2024 menyajikan persaingan yang semakin panas, tidak hanya di lintasan tetapi juga dalam statistik yang tak terduga";2024-12-01 11.00.57;negative;neutral
🏆 the best Independent Motogp team 2025 - Baju  @gresiniracing  special edition by  @ridingstyle_id  photo by  @gpracingindonesia;2025-10-29 17.06.15;positive;neutral
MotoGP injects $289 million into the economy of Indonesia s Lombok Island https://t.co/UbDe6OBJkl;2025-10-06 12.58.40;neutral;neutral
Sirkuit Mandalika merupakan satu-satunya Sirkuit Internasional yang berada di Lombok, tepatnya di Lombok Tengah Nusa Tenggara Barat. Indonesia patut berbangga khususnya Lombok karena memiliki sirkuit tersebut. Lokasi yang sangat strategis ditambah dengan pemandangan laut lepas di sebelah selatan.;2022-11-09 08.51.31;neutral;positive
Manajer Ducati Davide Tardozzi menegaskan ada misi lain yang diemban Marc Marquez di sela-sela gelaran MotoGP Indonesia 2025 https://t.co/vf4HLFegrz;2025-10-03 13.50.00;neutral;neutral
"Mandalika vibes 🫶🏻🫰🏻

#IndonesianGP #MotoGP #PertaminaEnduroVR46RacingTeam 

 https://www.instagram.com/reel/DPQ1oHRjOV-/?igsh=dGVsN2UzNXV0cWZn";2025-10-01 17.26.44;neutral;neutral
"🏍️ Podium Mandalika 2025: Penuh Kejutan & Drama!

🚀 Fermín Aldeguer jadi nama baru dalam sejarah MotoGP. Menang sebagai rookie dan bikin kejutan besar.
🥈 Pedro Acosta tampil konsisten & memberi tekanan hingga akhir.
🥉 Álex Márquez tetap solid dan ambil posisi atas lawan-lawannya.

Momen mana yang paling kamu ingat dari race Mandalika kemarin?

Drop di kolom komentar & share ke temen nonton MotoGP-mu!

#MotoGPMandalika #Podium2025 #Aldeguer #JetalksNetwork";2025-10-06 22.17.00;positive;neutral
Pengalaman Pertama Menyaksikan MotoGP Mandalika 2025 Antara Antusias, Perjalanan Panjang dan Rasa Kecewa  http://dlvr.it/TNVBr8;2025-10-06 05.08.16;neutral;neutral
"Di sini, siapa aja yang udah mulai ngerencanain itinerary buat nonton ARRC 2024 dan MotoGP di Pertamina Mandalika International Circuit? 🏍️

Ada satu tempat yang ga boleh kamu skip: Kuta Lane, ikon pariwisata di tepi Pantai Kuta yang punya banyak aktivitas seru buat kamu dan keluarga 🏖️

Tonton videonya sampe abis buat tau bisa ngapain aja! 📹";2024-07-21 17.15.37;neutral;neutral
Update Terbaru: Marc Marquez Alami Patah Tulang Selangka Kanan Usai Kecelakaan di GP Indonesia https://t.co/7ivCfcawHd #Bezzecchi #Mandalika #Marquez #MotoGP #cedera #bitvonline;2025-10-05 08.12.42;neutral;neutral
@MotoGP @marcmarquez93 Akrab bgt sama setan pengkolan mandalika;2025-10-03 07.41.23;neutral;neutral
"This will be the MotoGP grid for the 2026 season. Thoughts? 🤔

motogp #indonesiangp #indonesia #mandalika #moto #motorsport #racing #motorcycle";2025-10-02 18.31.17;neutral;neutral
One last look at the front row ⚔️🔥;2025-10-25 13.59.46;neutral;neutral
Congratulations Fermin Aldeguer Win The MotoGP Race Mandalika 2025 ;2025-10-05 07.49.17;positive;neutral
Minggu (5/10) Joan Mir terjatuh di tikungan 16 race MotoGP Mandalika 2025.;2025-10-05 14.27.07;neutral;neutral
"Sirkuit Mandalika sudah siap 100% untuk RACE besok 🇮🇩🇮🇩🇮🇩 #IndonesianGP

.
.

📷 YT : Jasaldy Mandalika

.
.

#MotoGP #Lombok #Indonesia";2025-10-02 12.48.01;positive;positive
"PECAH REKOR, PARADE MOTOGP PALING RAMAI MUSIM INI #IndonesianGP 🇮🇩🏁

#sirkuitmandalika #mandalika #lombokisland #lombok #mandalikagp #mandalikacircuit #motogplombok #motogp #motogpmandalika2024 #motogplombok 
 @motogplombok";2024-09-26 18.25.14;positive;neutral
Dari awal pembangunan sdh appresiasi dengan ni tempat, setelah jadi alhamdullilah kesampain nonton langsung,, pengalaman saja kalo mau nyari posisi nonton yang enak cari kursi yang kosong yang belum di duduki orang 😁 karna menurut emat saya kalo dah masuk sini view manapun ok smua 👍👍;2022-11-09 08.51.31;positive;positive
LIVE Hasil Sprint Race MotoGP Indonesia 2025 Lengkap Klasemen Terbaru Marquez Crash di Mandalika? https://t.co/S3DAfdSJxt lewat @tribunnews;2025-10-03 12.10.15;neutral;neutral
Marc Marquez Penasaran Taklukkan Sirkuit Mandalika Ini Jadwal Lengkap MotoGP Indonesia 2025 #marcmarquez #MotoGP https://t.co/vDsmjMIeWt;2025-10-03 04.28.23;neutral;neutral
"@ferminaldeguer_54  menjadi pemenang termuda ke-2 sepanjang sejarah. Rekor pemenang termuda masih dipegang oleh  @marcmarquez93  sejak 2013. #IndonesianGP

📷 Credits :  @michelinmotorsport  &  @motogp 

#MotoGP #Moto2 #Moto3 #Mandalika #Lombok #Indonesia";2025-10-05 15.37.51;positive;neutral
"Mandalika terlalu keramat untuk seorang Marc Marquez…

#motogp #lombok #mandalikagp #reel #mandalika";2025-10-07 06.22.14;neutral;positive
"Sebelum mesin dinyalakan, keseruan sudah dimulai!

Para rider MotoGP berbagi momen dengan fans dan masyarakat.

Inilah wajah lain dari MotoGP Mandalika 2025 ✨

#MotoGP2025 #MotoGPMandalika #IndonesianGP #Mandalika";2025-10-02 17.29.45;positive;neutral
Samaa...sy n suami jg pake Superjet..kmrn 3 okt..utk brgkt jam 15..delay 2 jam,delay lg 80 mnt,delay lg...akhirnya brgkt jam  20.00;2025-10-04 17.14.30;neutral;neutral
Sukseskan MotoGP Mandalika 2024, BRI Sediakan Fasilitas Transaksi Non Tunai di Setiap Tentant UMKM  http://dlvr.it/TF2gFx  Bisnis;2024-10-06 14.02.31;positive;neutral
"SUNDAY OCTOBER 5th 2025. (Day 278 of 365 Week 41 of 53). --- 2025 FIM MOTOGP WORLD CHAMPIONSHIP. RACE. PERTAMINA GRAND PRIX OF INDONESIA. R18OF22. PERTAMINA MANDALIKA INTERNATIONAL STREET CIRCUIT; WEST NUSA TENGGARA (Indonesia). 4:00 AM (Arg.). - 2:00 AM (Col.). https://t.co/obDjipFwM6";2025-10-05 04.06.26;neutral;neutral
"Basarnas Evakuasi Tiga Pembalap MotoGP Mandalika 2025 Lewat Udara, Begini Aksi Penyelamatannya

Lombok Tengah,  Jurnalekbsi.com  – Badan Nasional Pencarian dan Pertolongan (Basarnas) melalui Kantor SAR Mataram mencatat keberhasilan penting dalam penanganan kedaruratan medis selama ajang MotoGP Mandalika 2025. Sebanyak tiga pembalap dari berbagai kelas berhasil…

 https://jurnalekbis.com/2025/10/06/basarnas-evakuasi-tiga-pembalap-motogp-mandalika-2025-lewat-udara-begini-aksi-penyelamatannya/";2025-10-06 07.54.46;positive;neutral
"Dua hari menjelang MotoGP 2025 di Pertamina Mandalika International Circuit! We’re ready 📸🏁
.
#motogp #mandalika #injourney";2025-09-30 19.09.44;positive;neutral
"David Munoz Heran di Mandalika, nama kru timnya sama dengan Pecel Lele.
Lele Kumasan 😁🏁🇮🇩🌴

#sirkuitmandalika #mandalika #motogpmandalika2025 #mandalikagp2025 #motogplombok";2025-09-29 20.23.32;neutral;neutral
"It feels good to be back in the points here in Mandalika! 🔥
13th in today’s race to finish a solid weekend after some tough rounds. Been feeling quite sick since Wednesday, but proud I pushed through and saw the chequered flag!
Huge thanks to my team for all the effort and support, you guys are the best. 🙌 Let’s keep building and keep pushing forward! Looking forward to racing in Australia in two weeks time. 

#IndonesianGP #Moto3 #MotoGP";2025-10-05 19.25.07;positive;neutral
"Another track, another race, another contest

• #MalaysianGP 

Choose your favorite riding style
 @sepangcircuit   @motogp 

#motolife #stylingtips #canoncamera";2025-10-26 09.20.24;neutral;neutral
"UMKM harus hati-hati sama  EO satu ini 👉 folkaland 🚨
Karena jujur, jatohnya ini morotin UMKM.

Kami ikut event Folkaland di  @centralparkmall  tgl 29 Sep - 5 Okt
Deck EO sangat promising, tapi ternyata under-deliver.
👉 Klaim mereka: expected audience 80.000 weekdays & 120.000 weekend di Central Park dengan minimum sales guarantee 8,5 juta per batch.
👉 Ada booking fee sebesar min. sales guarantee + sharing profit 20%.
Kita pikir, “oh berarti mereka pede banget event bakal rame.”";2025-10-06 19.30.06;negative;neutral
Link Live Streaming Sprint Race MotoGP Mandalika 2025  http://dlvr.it/TNSf6D;2025-10-04 07.46.16;neutral;neutral
MotoGP: Marquez patah tulang selangka di Mandalika https://t.co/fvMaQYh3HR;2025-10-06 05.21.35;neutral;neutral
"Welcome back to MotoGP Mandalika 🇮🇩
Oct 2025

#indonesia #ntb #mandalika";2025-09-08 11.44.13;positive;neutral
Kenapa sih  @motogp  naikin konten Sepang 2015 lagi? Udah tau mencoba adem itu syuliity ☺️;2025-10-23 16.15.51;neutral;neutral
"CIP Green Power has released a statement, confirming ""Noah Dettwiler's condition is now stable and no longer critical"" 🙌";2025-10-29 18.20.56;neutral;neutral
kinda emo cause like he finally just. like you know. he s done it. he s back. he s motogp world champion once again. he can sit on the beach in lombok having three (3) fries and a coconut water and breathe and enjoy himself and not think about how to do it. bc he did it.;2025-10-02 13.28.16;positive;neutral
⚠️ Marco Bezzecchi has been handed a double Long Lap Penalty by the FIM MotoGP Stewards for riding in an irresponsible manner and causing a crash (involving rider #93) at the Indonesian GP 🇮🇩;2025-10-16 06.29.13;neutral;neutral
MotoGP Mandalika 2025 ✅;2025-10-04 10.19.43;positive;neutral
"In Aragona nel 2021il primo successo di  @pecco63  Bagnaia in MotoGP! Eccoli tutti:
2021
1 🇪🇸 Alcaniz
2 🇸🇲 Misano
3 🇵🇹 Portimao
4 🇪🇸 Valencia
2022
5 🇪🇸 Jerez
6 🇮🇹 Mugello
7 🇳🇱 Assen
8 🇬🇧 Silverstone
9 🇦🇹 Spielberg
10 🇸🇲 Misano
11 🇲🇾 Sepang
2023
12 🇵🇹 Portimao
13 🇪🇸 Jerez
14 🇮🇹 Mugello
15 🇳🇱 Assen
16 🇦🇹 Spielberg
17 🇮🇩 Mandalika
18 🇪🇸 Valencia
2024
19 🇶🇦 Losail
20 🇪🇸 Jerez
21 🇪🇸 Barcellona
22 🇮🇹 Mugello
23 🇳🇱 Assen
24 🇩🇪 Sachsenring
25 🇦🇹 Spielberg";2024-08-30 22.52.20;neutral;neutral
CEO Dorna Terpesona Budaya Lombok di MotoGP Mandalika 2025 https://t.co/i7RktsLCKi;2025-10-03 14.45.59;positive;neutral
"Throughout the history of the World Motorcycle Championship, there have only been six champions with two different brands; the latest to join this exclusive list is Marc Márquez after his second year with Ducati.

#motogp #indonesiangp #indonesia #mandalika #moto #motorsport #racing #motorcycle";2025-10-03 20.08.53;neutral;neutral
"MotoGP Mandalika sepi penonton??
#alkafjourney #motogp #mandalika #lombok #indonesia";2025-10-06 21.19.32;negative;neutral
Balapan Ojek Gabah vs MotoGP  #panenpadi #ojekgabah #motogp #mandalika #pejabatrusak0taknya #prabowo #jangkauan #videoviral #reelfyp #fbpro  @sorotan  Semua pengikut Saling Follow;2025-03-10 22.56.17;neutral;neutral
Live streaming Practice MotoGP 2025 Indonesian Grand Prix is ON! (The link will remain the same for all sessions in this race week including FP1 Practice FP2 Qualifying Sprint Warm Up and Race) #IndonesianGP üáÆüá© #Mandalika https://t.co/rU32C3A9ct;2025-10-03 06.30.00;positive;neutral
Gelaran MotoGP Mandalika 2025 kembali menjadi magnet perhatian dunia. Tiket terjual 87 persen ribuan pelajar menyambut parade pembalap. Namun di balik gegap gempita ini ada sejumlah pekerjaan rumah yang tak boleh luput dari sorotan. https://t.co/o4eOfsnQNV #beritaNTB;2025-10-02 05.27.36;positive;neutral
"Keren Indonesia berkat Jokowi dan Suharto Indonesia kedatangan mm99 Vr46 dp26. Indonesia bangga menjadi satu²nya negara Asia dan Afrika yg punya sirkuit terbaik se-Eropa dan Asia serta negara paling muslim se-Asia.
Saksikan moto GP Minggu ini di trans TV dan Trans7 jam 2 sore.";2022-11-09 08.51.31;positive;positive
Bagnaia keren lah.........walaupun dah ngebul itu motor masih finish 1....markes ttp juara dunia ...mandalika cuman buat liburan;2025-09-28 12.46.49;positive;negative
Viral Angga Yunanda Jadi Marshal di MotoGP Mandalika 2025 Saksi Kemenangan Ferm√≠n Aldeguer! https://t.co/MEGql1Jo5h;2025-10-06 04.30.00;positive;neutral
"Klo nonton motogp di mandalika
Selalu berdoa 
Smoga bisa ngegass di sirkuit  @themandalikagp  

Puji Tuhan
2025 terwujud
Bisa ngerasain gasspoll di sirkuit mandalika

Terima kasih 
 @koyonkyonkjaya   @darrens.st    @gededehperut  

#tdrtrackday2025 
#ridetothrive 
#yonkjayamotorracing 
#tdrracing";2025-03-09 06.29.40;positive;positive
Hai Sobat Imipas! Dari balik jeruji lahir karya mendunia! Batik Gembok hasil kreasi Warga Binaan Lapas Kelas IIA Lombok Barat siap dipamerkan di MotoGP Mandalika 2025. Bangga karya anak bangsa menembus panggung internasional. Setahun Bekerja Bergerak - Berdampak https://t.co/yCv0rjvigW;2025-10-04 01.37.13;positive;neutral
Marking Yamaha’s 7️⃣0️⃣th Anniversary with a MotoGP icon 🤩 Giacomo Agostini, one of the greatest ever, returned to action in Assen to honour a legacy he helped create 🏍️🔁;2025-07-01 16.03.28;positive;neutral
napa ya dia sial mulu 4x di main race ngga pernah finisih di mandalika ;2025-10-05 07.08.28;neutral;neutral
Simak Jadwal Lengkap MotoGP Indonesia 2025: Marc Marquez Penasaran Taklukkan Sirkuit Mandalika Radar Bandung https://t.co/42TRxEAeSC;2025-10-02 13.31.31;neutral;neutral
Tidak hanya balapan MotoGP Mandalika juga hadirkan peluang usaha baru bagi masyarakat. #BRIUntukIndonesia #BRIDukungMOTOGP #qrisbri https://t.co/DbelaJiBIG;2025-10-06 09.54.20;positive;neutral
@MotoGP @grok isu teknis apa yang terjadi di mandalika? Listrik padam?;2025-10-03 09.16.57;neutral;neutral
MotoGP Mandalika 2025 bener2 sukses dari semua sisi. PLN jadi salah satu kunci utama di balik kelancaran itu. semoga ke depan makin banyak pencapaian kayak gini. https://t.co/mHTp4IGGJt;2025-10-06 15.14.36;positive;neutral
Event internasional seperti MotoGP Mandalika memberi peluang kerja usaha dan harapan baru bagi warga lokal. #BRIUntukIndonesia #BRIDukungMOTOGP #qrisbri https://t.co/OaXy9oEaDR;2025-10-06 08.47.45;positive;neutral
"Throwback Last Week! Mandalika GP!
Big thanks to  @alpinestars_id   @alpinestars  for making it happens! 🥳

Last slide? Entah siapa. Difotoin aja katanya mirip. Apa iya?

#Alpinestars #RCMotogarage #MotoGP #Mandalika";2025-10-11 19.04.10;positive;neutral
Marc Marquez Siap Bangkit di MotoGP Mandalika 2025 Meski Terjatuh Dua Kali Cek Link Live Streaming di Sini https://t.co/Rh9BLprPZ0 link live streaming #MotoGP #Mandalika #mandalikagp #IndonesianGP @marcmarquez93;2025-10-04 09.24.06;positive;neutral
Plat R nih bos 😂;2023-11-09 08.51.31;neutral;neutral
Marc Marquez #IndonesianGP -Links streaming https://t.co/h8aoLF7uio Join the Telegram channel ‚¨áÔ∏è https://t.co/grA5VImUpY;2025-10-05 07.58.21;neutral;neutral
[COMING SOON] GP Mandalika kembali menggelar MotoGP untuk tahun ini. Apakah Marc Marquez bisa memutus kutukan dan meraih Juara untuk pertama kali ? Trans 7 akan LIVE dari babak Kualifikasi di hari Sabtu sementara SPOTV lengkap mulai Free Practice besok #IndonesianGP #MotoGP https://t.co/BtqB0ssCj7;2025-10-02 12.30.30;neutral;neutral
Rider sekelas marquez belum bisa taklukkan sirkuit mandalika. #fyp #motogp #motogpmandalika;2025-10-06 15.01.24;neutral;negative
@MotoGP Marc Marques sampai saat ini belum bisa menaklukan mandalika . Di seri Racenya. Marc harus banyak datang ke indonesia utk belajar menaklukan manaklukan mandalika.;2025-10-05 09.17.38;neutral;negative
Profil Lengkap Sirkuit Internasional Pertamina Mandalika Tuan Rumah MotoGP Indonesia https://t.co/MQbfEsvfuv;2025-10-03 02.41.11;neutral;neutral
Ready to feel the vibes of speed and adrenaline? Ô∏è Rasakan euforia balap dunia di MotoGP Pertamina Grand Prix 2025 di Mandalika International Circuit 3-5 Oktober 2025. Let s go! Pastikan kamu jadi bagian dari momen seru ini https://t.co/m9O3SBlVFf;2025-10-03 09.21.42;positive;neutral
Indonesia lagi ria bener akhir pekan ini ya. di Jakarta ada foo fighters smashing pumpkins synchro. di sentul ada mariah carey. di lombok ada motogp.;2025-10-03 05.26.16;neutral;neutral
Bersama Honda asosiasi motor dan Astra Honda serta Honda comunity nonton bareng MotoGP Mandalika di both HONDA;2025-10-04 13.27.53;neutral;neutral
The fight for 3rd in the standings is well and truly ON ⚔️;2025-10-18 13.15.01;neutral;neutral
MotoGP Mandalika Bikin Hotel di Lombok Penuh dan Ekonomi Warga Bergairah https://t.co/5n7BlaAJxn;2025-10-05 09.08.04;positive;neutral
MotoGP WOOOOHOOO;2025-10-30 14.19.03;positive;neutral
"EMANG BENERAN NGERI AJIG NIH SIRKUIT MANDALIKA MASIH MOTO3 YANG RACE UDAH BANYAK YANG CRASH BELUM MOTO2 &amp; MOTOGP ";2025-10-05 04.35.31;negative;negative
Parade MotoGP Mandalika 2025 Pembalap Dunia Joget Tabola-Bale Bikin Heboh Mataram https://t.co/qS5AMFFRCu;2025-10-02 04.15.00;positive;neutral
Februari 2022 Fasilitas belom lengkap, menunggu 5 tahun dari skrg 👏👏;2022-11-09 08.51.31;negative;negative
2025 Mandalika MotoGP Race Result: What A Difference Seven Days Make: https://t.co/UX9OQkRbj2;2025-10-05 09.29.11;neutral;neutral
"Apa cm gw yg abis nonton mandalika trus manasin motor dirumah suaranya jd kedengeran kaya motor motogp? 😂😭
MotoGP";2024-10-05 15.26.58;neutral;neutral
Foto-foto dari Grand Prix MotoGP Indonesia di sirkuit Mandalika Surtido aqu√≠: https://t.co/xMtpirtTSx #IndonesianGP üáÆüá© https://t.co/CVm6p9u9TA;2025-10-06 15.30.28;neutral;neutral
"dan sepatu boots terlihat jelas dengan tekstur kulit dan kevlar.

Motor: Yamaha YZR-M1 tampil dengan warna Merah, putih, dan Hitam khas Yamaha Marlboro, fairing aerodinamis dengan logo besar YAMAHA MARLBORO di sisi kanan-kiri, velg hitam doff, ban bridgestone slick mengilap, knalpot titanium Yoshimura, suspensi depan emas, dan winglet

futuristik yang memantulkan cahaya senja.

Latar belakang: Tribun penuh penonton yang bersorak mengenakan atribut

Merah dan putih, bendera printed BC serta dan";2025-10-18 17.05.13;positive;neutral
@4uditors @MotoGP itu bukan masukan atau kritikan itu kegoblokan om. tiket terjual habis tapi yg di beritakan tiket mandalika cuman 30% terjual kemakan hoax barisan sakit hati. smpe pada ga terima banget kalo pembangunan di luar jawa;2025-10-05 09.24.49;negative;neutral
@denkmit Mandalika is so expensive for most of us me included. We used to hold a MotoGP in Sentul back in 1996 or 1997 but yeah....;2025-10-04 07.49.40;negative;neutral
"Rayyan Arkan Dikha 'Pacu Jalur' di pembukaan Sprint Race MotoGP Indonesia Mandalika.

#motogp #aurafarming #pacujalur";2025-10-04 17.45.35;neutral;neutral
"MotoGP day 2 ✅

Thank you CFMoto, Honda & Motul! Esok last day mat";2025-10-25 21.21.24;positive;neutral
"Nagian 3 :
MOTOGP MANDALIKA 2024 

Saya juga koleksi Tiket nya, tapi banyak yg hancur kena banjir waktu saya tinggal di Palembang 😀

Sekarang pengen nonton utk schedule di Mandalika - Lombok ( 27/09/24 Free Practice, 28/09/24 Qualification, 29/09/24 Race Day ), tapi kok biaya Tiket Pesawat nya Mehong sekali yaa.... begitu juga dengan Hotel, Transportasi menuju ke Sirkuit nya, dll..

Tetapi mengapa tiket ke malaysia, jauh lebih murah ??? hotel, transportasinya lebih murah, & banyk pilihan.....";2024-09-11 05.54.04;negative;negative
dari dulu history dia sama mandalika emang ga pernah mulus;2025-10-03 12.52.03;negative;neutral
"Koq saya gak dengar sama sekali ya, ada ""suara2"" gak suka motoGP diadakan. Sy ikuti lho motoGP baik di LN appalagi dalam negri...";2025-10-07 06.19.16;negative;neutral
motogp mggu ni.. fobia nk g sepang;2025-10-24 19.48.44;neutral;negative
"Solo Touring Day 5 Part 4📍Bukit Merese Mandalika

Anggaday with  @pttlubricants_id  di sesi Dare To Challenge PTT GOES TO MANDALIKA #Exploreindonesiatimur

Rute : 

JAKARTA KE SITUBONDO LEWAT PANTURA - #LOMBOK - #SUMBAWA - #FLORES - #ROTE - #KUPANG - #TIMORLESTE - #SUMBA - #GILITRAWANGAN - #NUSAPENIDA - #BALI - BANYUWANGI KE JAKARTA LEWAT LINTAS SELATAN JAWA

#bukitmerese #bukitmereselombok #mandalika #motogpmandalika #pantailombok #lombok #SoloTouring #touringindonesia #motogp";2025-05-03 20.34.50;neutral;neutral
kenapa di mandalika kau jatoh mulu;2025-10-03 14.38.44;neutral;neutral
MotoGP Mandalika 2025: Potensi Balapan Basah https://t.co/yVpPd1KC3N;2025-10-02 12.30.55;neutral;neutral
Pembalap Aprilia Marco Bezzecchi dinyatakan selamat dari cedera serius setelah kecelakaan keras dengan Marc Marquez di MotoGP Indonesia 2025 yang digelar di Sirkuit Mandalika Minggu (5/10). https://t.co/tjauo3Owuk;2025-10-05 14.30.00;neutral;neutral
Mandalika Memanas 🔥 Bezzecchi Tercepat, HRC menggila 🤯 Marquez 2 Kali Jatuh & Harus ikut kualifikasi sesi pertama 🤯 #motogp #marcobezzecchi #mandalika #marcmarquez #indonesiangp;2025-10-04 01.10.16;positive;neutral
Alhamdulillah pengalaman tak terlupakan bisa masuk Sirkuit Mandalika yg keren dan merasakan sensasi balap di area motoGP bersama ICC Ikasmada Cycling Community ....alumni SMA2 sby lintas angkatan;2024-11-09 14.36.40;positive;positive
Jelang bergulirnya seri MotoGP Indonesia, perubahan lain dalam line-up kejuaraan dipastikan dengan hengkangnya dua pembalap yang justru punya kenangan manis dengan Sirkuit Mandalika;2025-10-01 18.00.37;neutral;positive
Motif Spesial MotoGP Mandalika 2025 Untuk ke-4 Pebalap KYT https://t.co/8jlB9R1SS1 https://t.co/zSqcHmvQ9z;2025-10-03 11.22.52;neutral;neutral
"panggilan buat pembalap motogp 
kak  @putri_stevhani  dan  @yuliamrjackie  bersiap menuju sirkuit mandalika";2025-10-19 12.48.11;neutral;neutral
